Lexington,South Carolina,54061
Bedford City,Virginia,35593
Indian River,Florida,44772
Orangeburg,South Carolina,34110
Irwin,Georgia,40771
Granville,North Carolina,49852
Hendricks,Indiana,68297
Niagara,New York,47955
Yell,Arkansas,35535
Montcalm,Michigan,40451
Rappahannock,Virginia,56438
Scotts Bluff,Nebraska,43444
Morehouse,Louisiana,28585
Huntington,Indiana,46148
Spokane,Washington,49233
Fleming,Kentucky,32495
Eureka,Nevada,64632
Issaquena,Mississippi,24767
Coleman,Texas,31373
Pueblo,Colorado,41777
Tunica,Mississippi,31446
Kings,California,48133
Kings,New York,46085
Franklin City,Virginia,31928
Ward,North Dakota,56580
Ward,Texas,42568
Sweet Grass,Montana,45938
Dickens,Texas,38401
Bleckley,Georgia,36073
Wilkin,Minnesota,50507
Crosby,Texas,38187
Hudspeth,Texas,22545
Bear Lake,Idaho,44964
Sutton,Texas,53806
Johnston,North Carolina,49711
Johnston,Oklahoma,36192
Reynolds,Missouri,34496
Iowa County,Iowa,58008
Iowa County,Wisconsin,55659
Wheeler,Georgia,24382
Wheeler,Nebraska,38807
Wheeler,Oregon,37974
Wheeler,Texas,51766
Dent,Missouri,36311
Musselshell,Montana,43409
Tattnall,Georgia,37587
Chelan,Washington,51354
Clark,Arkansas,32721
Clark,Idaho,33200
Clark,Illinois,47405
Clark,Indiana,50496
Clark,Kansas,41129
Clark,Kentucky,45853
Clark,Missouri,40204
Clark,Nevada,52873
Clark,Ohio,43136
Clark,South Dakota,49055
Clark,Washington,58225
Clark,Wisconsin,43276
Noble,Indiana,47117
Noble,Ohio,38290
Noble,Oklahoma,44842
Merced,California,42591
Evangeline,Louisiana,31832
Nuckolls,Nebraska,37594
Clinton,Illinois,61720
Clinton,Indiana,48953
Clinton,Iowa,49559
Clinton,Kentucky,27100
Clinton,Michigan,60466
Clinton,Missouri,53826
Clinton,New York,50282
Clinton,Ohio,46048
Clinton,Pennsylvania,42184
Indiana,State,48248
West Carroll,Louisiana,33848
Portsmouth City,Virginia,46166
Parker,Texas,64515
Androscoggin,Maine,44921
Ben Hill,Georgia,28547
Glasscock,Texas,69107
Vermilion,Illinois,41400
Vermilion,Indiana,42524
Vermilion,Louisiana,44665
Rice,Kansas,45336
Rice,Minnesota,59915
Bonneville,Idaho,50872
Silver Bow,Montana,38659
Runnels,Texas,37667
Essex,Massachusetts,67311
Essex,New Jersey,55095
Essex,New York,47380
Essex,Vermont,35916
Essex,Virginia,44885
Scotland,Missouri,39028
Scotland,North Carolina,29592
Chattahoochee,Georgia,48758
Story,Iowa,50516
Karnes,Texas,42862
Casey,Kentucky,29934
Riley,Kansas,43962
Kershaw,South Carolina,43765
Bannock,Idaho,43534
Florida,State,46956
Tyrrell,North Carolina,34216
Gray,Kansas,57808
Gray,Texas,43504
Chemung,New York,48804
Otter Tail,Minnesota,48961
St. Lawrence,New York,43647
Edmunds,South Dakota,49831
Ottawa,Kansas,58396
Ottawa,Michigan,56453
Ottawa,Ohio,53202
Ottawa,Oklahoma,36473
Hot Springs,Wyoming,42019
Itawamba,Mississippi,36073
Habersham,Georgia,39306
Davis,Iowa,45040
Davis,Utah,69707
Crow Wing,Minnesota,47058
Nicholas,Kentucky,43081
Nicholas,West Virginia,40064
Coffee,Alabama,43768
Coffee,Georgia,35693
Coffee,Tennessee,37618
Haakon,South Dakota,47198
Delaware,State,59878
Yankton,South Dakota,52578
New Castle,Delaware,64537
Cascade,Montana,44963
McMinn,Tennessee,39410
Pearl River,Mississippi,42510
Stone,Arkansas,29832
Stone,Mississippi,42963
Stone,Missouri,40850
Oconee,Georgia,75004
Oconee,South Carolina,41394
Clermont,Ohio,60365
Bartow,Georgia,47197
Prince William,Virginia,98071
Clallam,Washington,46033
Hood,Texas,55754
Ware,Georgia,34572
Traverse,Minnesota,45714
Faulk,South Dakota,41453
Sauk,Wisconsin,52140
Grundy,Illinois,64541
Grundy,Iowa,56827
Grundy,Missouri,37964
Grundy,Tennessee,26814
Ector,Texas,51466
Stevens,Kansas,54494
Stevens,Minnesota,54206
Stevens,Washington,41742
Umatilla,Oregon,48389
Roanoke City,Virginia,38145
Garfield,Colorado,57022
Garfield,Montana,45096
Garfield,Nebraska,41892
Garfield,Oklahoma,44530
Garfield,Utah,45357
Garfield,Washington,51548
Greene,Alabama,24226
Greene,Arkansas,38413
Greene,Georgia,42565
Greene,Illinois,43502
Greene,Indiana,43980
Greene,Iowa,45865
Greene,Mississippi,36888
Greene,Missouri,40337
Greene,New York,49655
Greene,North Carolina,40853
Greene,Ohio,58080
Greene,Pennsylvania,44388
Greene,Tennessee,35545
Greene,Virginia,59358
Fond du Lac,Wisconsin,53820
Caswell,North Carolina,35315
Coles,Illinois,37040
Rhode Island,State,56361
Wichita,Kansas,53018
Wichita,Texas,42971
Nash,North Carolina,43084
St. Francis,Arkansas,30873
Maui,Hawaii,63512
Titus,Texas,42939
Burnett,Wisconsin,39564
Harding,New Mexico,34063
Harding,South Dakota,44353
Lauderdale,Alabama,42844
Lauderdale,Mississippi,36203
Lauderdale,Tennessee,32326
Tuscaloosa,Alabama,45408
Meigs,Ohio,35469
Meigs,Tennessee,35150
Van Zandt,Texas,43439
Ogemaw,Michigan,34619
Palo Pinto,Texas,41670
Bulloch,Georgia,35840
Sierra,California,39009
Sierra,New Mexico,27430
Benewah,Idaho,39049
Champaign,Illinois,45808
Champaign,Ohio,49157
Tucker,West Virginia,37635
Lampasas,Texas,49277
Tallapoosa,Alabama,39130
Holmes,Florida,35511
Holmes,Mississippi,22325
Holmes,Ohio,45477
Chickasaw,Iowa,43971
Chickasaw,Mississippi,31061
Defiance,Ohio,47593
Franklin,Alabama,36415
Franklin,Arkansas,36766
Franklin,Florida,38328
Franklin,Georgia,34830
Franklin,Idaho,44962
Franklin,Illinois,36273
Franklin,Indiana,49516
Franklin,Iowa,48355
Franklin,Kansas,49543
Franklin,Kentucky,46071
Franklin,Louisiana,31214
Franklin,Maine,41626
Franklin,Massachusetts,53663
Franklin,Mississippi,32372
Franklin,Missouri,48857
Franklin,Nebraska,43011
Franklin,New York,45667
Franklin,North Carolina,41696
Franklin,Ohio,50877
Franklin,Pennsylvania,52637
Franklin,Tennessee,42904
Franklin,Texas,45523
Franklin,Vermont,56240
Franklin,Washington,55177
Attala,Mississippi,31641
Costilla,Colorado,29145
Marquette,Michigan,45622
Marquette,Wisconsin,46077
Ransom,North Dakota,49788
Goliad,Texas,50923
Edgefield,South Carolina,43861
Connecticut,State,69461
Yakima,Washington,43506
Pulaski,Arkansas,46013
Pulaski,Georgia,41550
Pulaski,Illinois,33717
Pulaski,Indiana,44764
Pulaski,Kentucky,34092
Pulaski,Missouri,49820
Pulaski,Virginia,44312
Fauquier,Virginia,88409
Harper,Kansas,38313
Harper,Oklahoma,46117
Pembina,North Dakota,49846
Dimmit,Texas,36681
Kanawha,West Virginia,46085
Fentress,Tennessee,29192
Irion,Texas,50357
Nez Perce,Idaho,46503
Rich,Utah,50000
Craven,North Carolina,47141
Koochiching,Minnesota,41108
Oconto,Wisconsin,51615
Doniphan,Kansas,46512
St. Mary's,Maryland,85672
Donley,Texas,42411
Glacier,Montana,33519
Hickory,Missouri,29325
Edmonson,Kentucky,37646
Waller,Texas,50097
Crittenden,Arkansas,37751
Crittenden,Kentucky,34261
Pottawattamie,Iowa,51304
Queens,New York,57001
Sanders,Montana,32881
Meagher,Montana,38182
Treutlen,Georgia,37894
Ray,Missouri,52698
Porter,Indiana,62794
Mason,Illinois,42260
Mason,Kentucky,41137
Mason,Michigan,41136
Mason,Texas,46865
Mason,Washington,48755
Mason,West Virginia,38411
LaGrange,Indiana,47617
Kingfisher,Oklahoma,54666
Alcorn,Mississippi,33600
Ellsworth,Kansas,45865
Transylvania,North Carolina,41781
Owsley,Kentucky,19986
Mercer,Illinois,53136
Mercer,Kentucky,45396
Mercer,Missouri,40272
Mercer,New Jersey,73480
Mercer,North Dakota,66534
Mercer,Ohio,52535
Mercer,Pennsylvania,44301
Mercer,West Virginia,34842
Ashtabula,Ohio,40516
Storey,Nevada,61573
Norfolk,Massachusetts,84916
Campbell,Kentucky,54306
Campbell,South Dakota,35729
Campbell,Tennessee,31943
Campbell,Virginia,47162
Campbell,Wyoming,79488
Garden,Nebraska,39400
Evans,Georgia,36788
Kalawao,Hawaii,59375
Pinellas,Florida,45535
Contra Costa,California,78756
Colfax,Nebraska,51765
Colfax,New Mexico,37734
Sanpete,Utah,48369
Obion,Tennessee,39467
Adams,Colorado,56270
Adams,Idaho,35434
Adams,Illinois,45073
Adams,Indiana,46695
Adams,Iowa,45871
Adams,Mississippi,27381
Adams,Nebraska,49440
Adams,North Dakota,47798
Adams,Ohio,35678
Adams,Pennsylvania,59492
Adams,Washington,43926
Adams,Wisconsin,44897
Sterling,Texas,50543
Tulare,California,42708
Beckham,Oklahoma,48989
Bell,Kentucky,26228
Bell,Texas,50060
Sebastian,Arkansas,40471
San Luis Obispo,California,58697
Rockbridge,Virginia,48313
Nance,Nebraska,44286
Alexandria City,Virginia,85706
Esmeralda,Nevada,30284
Buena Vista City,Virginia,36591
Columbiana,Ohio,42300
Wilcox,Alabama,23642
Wilcox,Georgia,32928
Rosebud,Montana,48789
Scioto,Ohio,35379
Manassas City,Virginia,71036
Oglethorpe,Georgia,45729
Kemper,Mississippi,29003
El Paso,Colorado,57125
El Paso,Texas,40157
Conecuh,Alabama,24658
Gunnison,Colorado,52332
Covington,Alabama,35869
Covington,Mississippi,33381
Alfalfa,Oklahoma,44811
Sutter,California,50408
Chaves,New Mexico,39131
Live Oak,Texas,42829
Kiowa,Colorado,40813
Kiowa,Kansas,44650
Kiowa,Oklahoma,36281
Van Wert,Ohio,45355
Camden,Georgia,51990
Camden,Missouri,43458
Camden,New Jersey,61683
Camden,North Carolina,56607
Winkler,Texas,48992
La Plata,Colorado,58080
Kay,Oklahoma,41012
Swift,Minnesota,48026
Pender,North Carolina,44524
Fluvanna,Virginia,68288
Taney,Missouri,38461
Mecklenburg,North Carolina,55444
Mecklenburg,Virginia,36261
Carlton,Minnesota,53016
Newport,Rhode Island,71713
Elmore,Alabama,54766
Elmore,Idaho,42842
Tuscola,Michigan,43039
Arenac,Michigan,38874
Hoonah-Angoon Census Area,Alaska,49545
Citrus,Florida,39100
Crisp,Georgia,35240
Boundary,Idaho,37003
Iberville,Louisiana,45368
Buckingham,Virginia,38648
Crowley,Colorado,31477
Cumberland,Illinois,43958
Cumberland,Kentucky,31593
Cumberland,Maine,57461
Cumberland,New Jersey,50750
Cumberland,North Carolina,45231
Cumberland,Pennsylvania,60826
Cumberland,Tennessee,37188
Cumberland,Virginia,40557
George,Mississippi,43958
Multnomah,Oregon,52511
Calhoun,Alabama,39962
Calhoun,Arkansas,30980
Calhoun,Florida,32780
Calhoun,Georgia,26986
Calhoun,Illinois,50436
Calhoun,Iowa,44484
Calhoun,Michigan,42110
Calhoun,Mississippi,30000
Calhoun,South Carolina,40704
Calhoun,Texas,47027
Calhoun,West Virginia,31679
Holt,Missouri,42979
Holt,Nebraska,44427
Wicomico,Maryland,51092
Pima,Arizona,45841
Davidson,North Carolina,43083
Davidson,Tennessee,47335
Day,South Dakota,39761
Hooker,Nebraska,39327
Lehigh,Pennsylvania,54923
Shelby,Alabama,68770
Shelby,Illinois,47188
Shelby,Indiana,51440
Shelby,Iowa,48783
Shelby,Kentucky,57298
Shelby,Missouri,35938
Shelby,Ohio,50427
Shelby,Tennessee,46250
Shelby,Texas,37081
Wabaunsee,Kansas,54694
Payne,Oklahoma,36812
Macoupin,Illinois,49590
Brazos,Texas,38310
Waynesboro City,Virginia,44847
Pennsylvania,State,52548
Coconino,Arizona,49555
Atlantic,New Jersey,54235
Butts,Georgia,49754
Jo Daviess,Illinois,50817
Leavenworth,Kansas,63435
Hettinger,North Dakota,47743
Aiken,South Carolina,44509
West Feliciana,Louisiana,61616
Washtenaw,Michigan,59055
Langlade,Wisconsin,42389
Atkinson,Georgia,30049
Monterey,California,59168
Genesee,Michigan,42089
Genesee,New York,49922
Cuming,Nebraska,47500
King,Texas,65000
King,Washington,71811
Liberty,Florida,39681
Liberty,Georgia,43832
Liberty,Montana,44493
Liberty,Texas,47228
Santa Fe,New Mexico,52917
Lake of the Woods,Minnesota,44069
Colleton,South Carolina,33233
Sublette,Wyoming,77900
Muscatine,Iowa,51425
Ballard,Kentucky,44588
Sandusky,Ohio,46140
Custer,Colorado,32427
Custer,Idaho,39541
Custer,Montana,43524
Custer,Nebraska,44873
Custer,Oklahoma,44972
Custer,South Dakota,50074
Dewey,Oklahoma,46488
Dewey,South Dakota,30710
Meeker,Minnesota,53904
Wadena,Minnesota,36928
Price,Wisconsin,42644
Burlington,New Jersey,78446
Pinal,Arizona,50027
Smyth,Virginia,37239
Real,Texas,33885
Oklahoma,State,45339
St. Tammany,Louisiana,60799
Nueces,Texas,47057
New York,State,58003
Abbeville,South Carolina,35947
Galveston,Texas,61877
Harmon,Oklahoma,26688
Allegany,Maryland,39293
Allegany,New York,42445
Cape May,New Jersey,56494
Chariton,Missouri,39385
Wasatch,Utah,65050
Baylor,Texas,33445
Latimer,Oklahoma,40970
Pontotoc,Mississippi,39899
Pontotoc,Oklahoma,41881
New Madrid,Missouri,35793
Elbert,Colorado,82118
Elbert,Georgia,35817
Goochland,Virginia,80976
Rowan,Kentucky,35236
Rowan,North Carolina,41495
West Baton Rouge,Louisiana,50926
Flagler,Florida,47233
Cecil,Maryland,66689
Deuel,Nebraska,44922
Deuel,South Dakota,51632
Gonzales,Texas,39248
Rawlins,Kansas,43482
Iroquois,Illinois,47079
Goshen,Wyoming,43257
Renville,Minnesota,50802
Renville,North Dakota,60847
Wapello,Iowa,41425
Pamlico,North Carolina,43853
McIntosh,Georgia,39068
McIntosh,North Dakota,36066
McIntosh,Oklahoma,36096
Tama,Iowa,51670
Medina,Ohio,65951
Medina,Texas,55326
Yellowstone,Montana,51342
Hidalgo,New Mexico,34080
Hidalgo,Texas,34146
Florence,South Carolina,41910
Florence,Wisconsin,47960
Petersburg City,Virginia,34424
Childress,Texas,47532
Wilbarger,Texas,41658
Bristol Bay,Alaska,79531
Bonner,Idaho,41414
Otero,Colorado,33848
Otero,New Mexico,39263
Haywood,North Carolina,41557
Haywood,Tennessee,34542
Sarasota,Florida,49052
Okeechobee,Florida,34570
Yukon-Koyukuk Census Area,Alaska,34710
Maricopa,Arizona,53596
Glades,Florida,34694
Napa,California,70443
Wolfe,Kentucky,22574
Muskegon,Michigan,40979
Rusk,Texas,45752
Rusk,Wisconsin,38658
Cloud,Kansas,38534
Bergen,New Jersey,83794
McHenry,Illinois,76145
McHenry,North Dakota,45343
Ravalli,Montana,38688
Nobles,Minnesota,48208
Dubuque,Iowa,51475
Plaquemines,Louisiana,55138
Jones,Georgia,51497
Jones,Iowa,55041
Jones,Mississippi,38074
Jones,North Carolina,36213
Jones,South Dakota,44808
Jones,Texas,41297
Brantley,Georgia,36070
Susquehanna,Pennsylvania,48231
Manatee,Florida,47876
Yadkin,North Carolina,40371
Coweta,Georgia,60813
Pasquotank,North Carolina,46053
Nelson,Kentucky,43833
Nelson,North Dakota,49839
Nelson,Virginia,48789
Cobb,Georgia,63920
Screven,Georgia,34848
Le Flore,Oklahoma,36542
Norton City,Virginia,39416
Brooke,West Virginia,42493
Harlan,Kentucky,25906
Harlan,Nebraska,45920
Terrell,Georgia,32628
Terrell,Texas,39479
Brule,South Dakota,45284
Fairfax City,Virginia,97242
Clatsop,Oregon,44683
Hempstead,Arkansas,32056
Lackawanna,Pennsylvania,46044
Skagit,Washington,55925
Webb,Texas,39449
Northwest Arctic,Alaska,61607
Broadwater,Montana,45932
Tippecanoe,Indiana,44246
Rock Island,Illinois,48702
Red Lake,Minnesota,47569
Loudon,Tennessee,51074
Brevard,Florida,48039
Burke,Georgia,31494
Burke,North Carolina,37263
Burke,North Dakota,53693
Cuyahoga,Ohio,43804
Ohio,State,48308
Loving,Texas,68750
Stanley,South Dakota,54620
New Jersey,State,71629
Alamance,North Carolina,43043
Bamberg,South Carolina,31483
Kodiak Island,Alaska,68718
Amite,Mississippi,30750
Gladwin,Michigan,37626
Bedford,Pennsylvania,43290
Bedford,Tennessee,40759
Jim Hogg,Texas,36121
Blaine,Idaho,64042
Blaine,Montana,37151
Blaine,Nebraska,42917
Blaine,Oklahoma,44206
Shiawassee,Michigan,46217
Avery,North Carolina,36969
Coosa,Alabama,37277
Arapahoe,Colorado,60651
Pipestone,Minnesota,46019
Woodward,Oklahoma,51867
Bullock,Alabama,32033
Midland,Michigan,53076
Midland,Texas,62993
Logan,Arkansas,34996
Logan,Colorado,40415
Logan,Illinois,47133
Logan,Kansas,41765
Logan,Kentucky,36590
Logan,Nebraska,44417
Logan,North Dakota,49076
Logan,Ohio,47542
Logan,Oklahoma,53591
Logan,West Virginia,36999
Flathead,Montana,46581
Grafton,New Hampshire,54912
Wright,Iowa,45205
Wright,Minnesota,71598
Wright,Missouri,28645
Uvalde,Texas,34902
Amherst,Virginia,44945
Carlisle,Kentucky,39049
Aleutians West Census Area,Alaska,81853
Converse,Wyoming,63918
Hot Spring,Arkansas,41193
Crockett,Tennessee,36066
Crockett,Texas,50475
Boone,Arkansas,38506
Boone,Illinois,60893
Boone,Indiana,67255
Boone,Iowa,51826
Boone,Kentucky,67225
Boone,Missouri,48627
Boone,Nebraska,45246
Boone,West Virginia,42156
Macomb,Michigan,53451
Los Angeles,California,55909
Cache,Utah,49506
McDuffie,Georgia,37487
Nevada,State,52800
White Pine,Nevada,48586
Harrisonburg City,Virginia,38048
Pickett,Tennessee,35184
Menifee,Kentucky,29108
Pasco,Florida,43888
Frontier,Nebraska,50227
Washakie,Wyoming,47104
Bristol,Massachusetts,55298
Bristol,Rhode Island,71238
Pleasants,West Virginia,41859
Rio Grande,Colorado,38993
Carteret,North Carolina,46534
Roane,Tennessee,42223
Roane,West Virginia,28513
Currituck,North Carolina,57159
Fairbanks North Star,Alaska,69223
Haralson,Georgia,39993
Banner,Nebraska,36875
Cottonwood,Minnesota,45294
Fairfax County,Virginia,1.1029e+05
Toombs,Georgia,31189
Humphreys,Mississippi,23600
Humphreys,Tennessee,42846
Cabell,West Virginia,38374
Cortland,New York,47151
Surry,North Carolina,35641
Surry,Virginia,47292
Jay,Indiana,40235
Gadsden,Florida,35380
Lebanon,Pennsylvania,54818
Bladen,North Carolina,30164
Hughes,Oklahoma,34619
Hughes,South Dakota,59338
Bond,Illinois,48163
Pittsburg,Oklahoma,41252
Worth,Georgia,35792
Worth,Iowa,50476
Worth,Missouri,39348
Belmont,Ohio,41534
Hunt,Texas,44858
Hockley,Texas,50565
United States,Country,53046
Dale,Alabama,44889
Hernando,Florida,41024
Park,Colorado,61570
Park,Montana,42426
Park,Wyoming,53951
Yakutat,Alaska,72500
Greenbrier,West Virginia,37895
Uintah,Utah,62067
Walsh,North Dakota,48592
Wyoming,State,57406
Granite,Montana,45236
Dane,Wisconsin,61721
Prairie,Arkansas,34855
Prairie,Montana,38036
Rio Arriba,New Mexico,40250
St. James,Louisiana,55443
DeWitt,Illinois,51051
DeWitt,Texas,46454
Manassas Park City,Virginia,71227
Reeves,Texas,40571
Arthur,Nebraska,40568
Eau Claire,Wisconsin,48090
Kenosha,Wisconsin,54930
Bartholomew,Indiana,54165
Spencer,Indiana,52991
Spencer,Kentucky,65209
Garvin,Oklahoma,38245
Oklahoma County,Oklahoma,45215
Franklin County,Virginia,45624
Conejos,Colorado,34526
Blue Earth,Minnesota,49935
Dyer,Tennessee,38953
Jackson,Alabama,37634
Jackson,Arkansas,30284
Jackson,Colorado,43606
Jackson,Florida,36809
Jackson,Georgia,53179
Jackson,Illinois,33479
Jackson,Indiana,46501
Jackson,Iowa,46467
Jackson,Kansas,54546
Jackson,Kentucky,26156
Jackson,Louisiana,37388
Jackson,Michigan,46615
Jackson,Minnesota,51681
Jackson,Mississippi,48943
Jackson,Missouri,47015
Jackson,North Carolina,36951
Jackson,Ohio,36356
Jackson,Oklahoma,42824
Jackson,Oregon,44005
Jackson,South Dakota,46224
Jackson,Tennessee,33386
Jackson,Texas,49528
Jackson,West Virginia,40376
Jackson,Wisconsin,44149
Calaveras,California,55295
Nebraska,State,51672
Monroe,Alabama,29203
Monroe,Arkansas,27263
Monroe,Florida,53607
Monroe,Georgia,48630
Monroe,Illinois,68482
Monroe,Indiana,40052
Monroe,Iowa,45997
Monroe,Kentucky,29808
Monroe,Michigan,53972
Monroe,Mississippi,36308
Monroe,Missouri,40657
Monroe,New York,52394
Monroe,Ohio,40573
Monroe,Pennsylvania,57408
Monroe,Tennessee,37595
Monroe,West Virginia,41234
Monroe,Wisconsin,49774
Coryell,Texas,49819
Frederick,Maryland,84570
Frederick,Virginia,68424
Daggett,Utah,46917
Clayton,Georgia,40606
Clayton,Iowa,47494
Williamsburg City,Virginia,48616
Manistee,Michigan,41551
Cottle,Texas,34639
Williams,North Dakota,76210
Williams,Ohio,43089
Huerfano,Colorado,33298
Oglala Lakota,South Dakota,25648
Allegan,Michigan,52061
Mesa,Colorado,49471
Boulder,Colorado,67956
Dare,North Carolina,55481
West Virginia,State,41043
Keweenaw,Michigan,39038
Chesterfield,South Carolina,31252
Chesterfield,Virginia,72088
Los Alamos,New Mexico,1.0669e+05
North Dakota,State,53741
Chautauqua,Kansas,39529
Chautauqua,New York,42429
Cooke,Texas,50067
Roger Mills,Oklahoma,53885
Rapides,Louisiana,40930
Vance,North Carolina,34987
Henrico,Virginia,61048
Erie,New York,50653
Erie,Ohio,46498
Erie,Pennsylvania,45202
Auglaize,Ohio,52239
Appanoose,Iowa,39208
Bronx,New York,34388
Mariposa,California,49820
Norfolk City,Virginia,44747
Candler,Georgia,35070
Ida,Iowa,43449
Emmons,North Dakota,38477
Lane,Kansas,53021
Lane,Oregon,42931
Monmouth,New Jersey,84526
Gilliam,Oregon,44743
Lynchburg City,Virginia,38138
Fergus,Montana,38344
Northampton,North Carolina,31433
Northampton,Pennsylvania,60097
Northampton,Virginia,33635
Spink,South Dakota,48911
Bossier,Louisiana,53248
Belknap,New Hampshire,58654
McCook,South Dakota,52703
Chase,Kansas,36815
Chase,Nebraska,45610
Warren,Georgia,27796
Warren,Illinois,43536
Warren,Indiana,52317
Warren,Iowa,62535
Warren,Kentucky,44135
Warren,Mississippi,41025
Warren,Missouri,50830
Warren,New Jersey,70912
Warren,New York,55904
Warren,North Carolina,34285
Warren,Ohio,72487
Warren,Pennsylvania,43764
Warren,Tennessee,34641
Warren,Virginia,61610
Shoshone,Idaho,38440
Kidder,North Dakota,50000
Nowata,Oklahoma,39430
Kansas,State,51332
Kenai Peninsula,Alaska,61793
Bottineau,North Dakota,51667
